year,team,player,position,birthdate,college
1995,DAL,Sherman Williams,RB,8/13/1973,Alabama  
1995,DAL,Wade Wilson,QB,2/1/1959,Texas A&M-Commerce  
1995,DAL,Darren Woodson,DB,4/25/1969,Arizona State  
1995,DEN,Allen Aldridge,LB,5/30/1972,Houston  
1995,DEN,Elijah Alexander,LB,8/8/1970,Kansas State  
1995,DEN,Steve Atwater,DB,10/28/1966,Arkansas  
1995,DEN,Rod Bernstine,RB,2/8/1965,Texas A&M  
1995,DEN,Ronnie Bradford,DB,10/1/1970,Colorado  
1995,DEN,Tyrone Braxton,DB,12/17/1964,North Dakota State  
1995,DEN,Jamie Brown,OT,4/24/1972,Florida A&M  
1995,DEN,Ken Brown,LB,5/5/1971,Virginia Tech  
1995,DEN,Keith Burns,LB,5/16/1972,Oklahoma State  
1995,DEN,Glenn Cadrez,LB,1/2/1970,Houston  
1995,DEN,Dwayne Carswell,TE,1/18/1972,Liberty  
1995,DEN,Byron Chamberlain,TE,10/17/1971,Wayne State (NE)  
1995,DEN,Aaron Craver,RB,12/18/1968,Fresno State  
1995,DEN,Ray Crockett,DB,1/5/1967,Baylor  
1995,DEN,Terrell Davis,RB,10/28/1972,Georgia  
1995,DEN,Gary Downs,RB,6/6/1972,North Carolina State  
1995,DEN,Shane Dronett,DT,1/12/1971,Texas  
1995,DEN,Jason Elam,K,3/8/1970,Hawaii  
1995,DEN,John Elway,QB,6/28/1960,Stanford  
1995,DEN,Jerry Evans,TE,9/28/1968,Toledo  
1995,DEN,Simon Fletcher,DE,2/18/1962,Houston  
1995,DEN,Dave Garnett,LB,12/6/1970,Stanford  
1995,DEN,Brian Habib,OG,12/2/1964,Washington  
1995,DEN,Britt Hager,LB,2/20/1966,Texas  
1995,DEN,Harald Hasselbach,DE,9/22/1967,Washington  
1995,DEN,Tim Hauck,DB,12/20/1966,Montana  
1995,DEN,Clifford Hicks,DB,8/18/1964,Oregon  
1995,DEN,Randy Hilliard,DB,2/6/1967,Northwestern State  
1995,DEN,Ray Jacobs,LB,8/18/1972,North Carolina  
1995,DEN,Vance Johnson,WR,3/13/1963,Arizona  
1995,DEN,Dante Jones,LB,3/23/1965,Oklahoma  
1995,DEN,James Jones,DT,2/6/1969,Northern Iowa  
1995,DEN,Rondell Jones,DB,5/7/1971,North Carolina  
1995,DEN,Mike Lodish,DT,8/11/1967,UCLA  
1995,DEN,Ed McCaffrey,WR,8/17/1968,Stanford  
1995,DEN,Reggie McElroy,OT,3/4/1960,West Texas A&M  
1995,DEN,Glyn Milburn,RB,2/19/1971,Stanford  
1995,DEN,Hugh Millen,QB,11/22/1963,Washington  
1995,DEN,Anthony Miller,WR,4/15/1965,Tennessee  
1995,DEN,Bill Musgrave,QB,11/11/1967,Oregon  
1995,DEN,Tom Nalen,C,5/13/1971,Boston College  
1995,DEN,Willie Oshodin,DE,9/16/1969,Villanova  
1995,DEN,Michael Dean Perry,DT,8/27/1965,Clemson  
1995,DEN,Mike Pritchard,WR,10/26/1969,Colorado  
1995,DEN,Reggie Rivers,RB,2/22/1968,Texas State  
1995,DEN,Jeff Robinson,TE,2/20/1970,Idaho  
1995,DEN,Tom Rouen,P,6/9/1968,Colorado  
1995,DEN,Mark Schlereth,OG,1/25/1966,Idaho  
1995,DEN,Bill Schultz,OG,5/1/1967,Southern California  
1995,DEN,Shannon Sharpe,TE,6/26/1968,Savannah State  
1995,DEN,Rod Smith,WR,5/15/1970,Missouri Southern State  
1995,DEN,Ralph Tamm,OG,3/11/1966,West Chester  
1995,DEN,Maa Tanuvasa,DE,11/6/1970,Hawaii  
1995,DEN,Eric Thomas,DB,9/11/1964,Tulane  
1995,DEN,Broderick Thompson,OT,8/14/1960,Kansas  
1995,DEN,Lionel Washington,DB,10/21/1960,Tulane  
1995,DEN,Dan Williams,DT,12/15/1969,Toledo  
1995,DEN,Troy Wilson,DE,11/22/1970,Pittsburg State  
1995,DEN,David Wyman,LB,3/31/1964,Stanford  
1995,DEN,Gary Zimmerman,OT,12/13/1961,Oregon  
1995,DET,Thomas Beer,LB,3/27/1969,Wayne State (MI)  
1995,DET,Bennie Blades,DB,9/3/1966,Miami  
1995,DET,Shane Bonham,DT,10/18/1970,Tennessee  
1995,DET,Stephen Boyd,LB,8/22/1972,Boston College  
1995,DET,Lomas Brown,OT,3/30/1963,Florida  
1995,DET,Anthony Carter,WR,9/17/1960,Michigan  
1995,DET,Willie Clay,DB,9/5/1970,Georgia Tech  
1995,DET,Mike Compton,C,9/18/1970,West Virginia  
1995,DET,Scott Conover,OG,9/27/1968,Purdue  
1995,DET,Luther Elliss,DT,3/22/1973,Utah  
1995,DET,Kevin Glover,C,6/17/1963,Maryland  
1995,DET,Ron Hall,TE,3/15/1964,Hawaii  
1995,DET,Jason Hanson,K,6/17/1970,Washington State  
1995,DET,Tracy Hayworth,LB,12/18/1967,Tennessee  
1995,DET,Hessley Hempstead,C,1/29/1972,Kansas  
1995,DET,Kevin Hickman,TE,8/20/1971,Navy  
1995,DET,Rodney Holman,TE,4/20/1960,Tulane  
1995,DET,Greg Jeffries,DB,10/16/1971,Virginia  
1995,DET,Mike Johnson,LB,11/26/1962,Virginia Tech  
1995,DET,Jeff Jones,OT,5/30/1972,Texas A&M  
1995,DET,Scott Kowalkowski,LB,8/23/1968,Notre Dame  
1995,DET,Antonio London,LB,4/14/1971,Alabama  
1995,DET,David Lutz,OG,12/20/1959,Georgia Tech  
1995,DET,Eric Lynch,RB,5/16/1970,Grand Valley State  
1995,DET,Don Majkowski,QB,2/25/1964,Virginia  
1995,DET,Van Malone,DB,7/1/1970,Texas  
1995,DET,Robert Massey,DB,2/17/1967,North Carolina Central  
1995,DET,Aubrey Matthews,WR,9/15/1962,Delta State  
1995,DET,Kez McCorvey,WR,1/23/1972,Florida State  
1995,DET,Ryan McNeil,DB,10/4/1970,Miami  
1995,DET,Scott Mitchell,QB,1/2/1968,Utah  
1995,DET,Herman Moore,WR,10/20/1969,Virginia  
1995,DET,Johnnie Morton,WR,10/7/1971,Southern California  
1995,DET,Zefross Moss,OT,8/17/1966,Alabama State  
1995,DET,Dan Owens,DT,3/16/1967,Southern California  
1995,DET,Brett Perriman,WR,10/10/1965,Miami  
1995,DET,Robert Porcher,DE,7/30/1969,South Carolina State  
1995,DET,Corey Raymond,DB,7/28/1969,Louisiana State  
1995,DET,Ron Rivers,RB,11/13/1971,Fresno State  
1995,DET,Mark Royals,P,6/22/1965,Appalachian State  
1995,DET,Barry Sanders,RB,7/16/1968,Oklahoma State  
1995,DET,Cory Schlesinger,RB,6/23/1972,Nebraska  
1995,DET,Tracy Scroggins,DE,9/11/1969,Tulsa  
1995,DET,Tony Semple,OG,12/20/1970,Memphis  
1995,DET,David Sloan,TE,6/8/1972,New Mexico  
1995,DET,Chris Spielman,LB,10/11/1965,Ohio State  
1995,DET,Henry Thomas,DT,1/12/1965,Louisiana State  
1995,DET,Vernon Turner,WR,1/6/1967,Carson-Newman  
1995,DET,Sean Vanhorse,DB,7/22/1968,Howard  
1995,DET,Mike Wells,DT,1/6/1971,Iowa  
1995,DET,Doug Widell,OG,9/23/1966,Boston College  
1995,DET,Allen Williams,RB,9/17/1972,Maryland  
1995,GNB,Mike Arthur,C,5/7/1968,Texas A&M  
1995,GNB,Mike Bartrum,TE,6/23/1970,Marshall  
1995,GNB,Edgar Bennett,RB,2/15/1969,Florida State  
1995,GNB,Dirk Borgognone,K,1/9/1968,Pacific  
1995,GNB,Robert Brooks,WR,6/23/1970,South Carolina  
1995,GNB,Gary Brown,OT,6/25/1971,Georgia Tech  
1995,GNB,Gilbert Brown,DT,2/22/1971,Kansas  
1995,GNB,LeRoy Butler,DB,7/19/1968,Florida State  
1995,GNB,Mark Chmura,TE,2/22/1969,Boston College  
1995,GNB,Shannon Clavelle,DE,10/12/1973,Colorado  
1995,GNB,Keith Crawford,DB,11/21/1970,Howard Payne  
1995,GNB,Ty Detmer,QB,10/30/1967,Brigham Young  
1995,GNB,Matthew Dorsett,DB,8/23/1973,Southern  
1995,GNB,Earl Dotson,OT,12/17/1970,Texas A&M-Kingsville  
1995,GNB,Doug Evans,DB,5/13/1970,Louisiana Tech  
1995,GNB,Brett Favre,QB,10/10/1969,Southern Mississippi  
1995,GNB,Antonio Freeman,WR,5/27/1972,Virginia Tech  
1995,GNB,Harry Galbreath,OG,1/1/1965,Tennessee  
1995,GNB,Bernardo Harris,LB,10/15/1971,North Carolina  
1995,GNB,William Henderson,RB,2/19/1971,North Carolina  
1995,GNB,Craig Hentrich,P,5/18/1971,Notre Dame  
1995,GNB,Darius Holland,DT,11/10/1973,Colorado  
1995,GNB,Mark Ingram,WR,8/23/1965,Michigan State  
1995,GNB,Chris Jacke,K,3/12/1966,Texas-El Paso  
1995,GNB,Keith Jackson,TE,4/19/1965,Oklahoma  
1995,GNB,Travis Jervey,RB,5/5/1972,Citadel  
1995,GNB,LeShon Johnson,RB,1/15/1971,Northern Illinois  
1995,GNB,Sean Jones,DE,12/19/1962,Northeastern  
1995,GNB,Charles Jordan,WR,10/9/1969,Long Beach City College  
1995,GNB,John Jurkovic,DT,8/18/1967,Eastern Illinois  
1995,GNB,Joe Kelly,LB,12/11/1964,Washington  
1995,GNB,George Koonce,LB,10/15/1968,East Carolina  
1995,GNB,Bob Kuberski,DT,4/5/1971,Navy  
1995,GNB,Matt LaBounty,DE,1/3/1969,Oregon  
1995,GNB,Dorsey Levens,RB,5/21/1970,Georgia Tech  
1995,GNB,Lenny McGill,DB,5/31/1971,Arizona State  
1995,GNB,Jim McMahon,QB,8/21/1959,Brigham Young  
1995,GNB,Terry Mickens,WR,2/21/1971,Florida A&M  
1995,GNB,Anthony Morgan,WR,11/15/1967,Tennessee  
1995,GNB,Roderick Mullen,DB,12/5/1972,Grambling  
1995,GNB,Craig Newsome,DB,8/10/1971,Arizona State  
1995,GNB,Mike Prior,DB,11/14/1963,Illinois State  
1995,GNB,T.J. Rubley,QB,11/29/1968,Tulsa  
1995,GNB,Ken Ruettgers,OT,8/20/1962,Southern California  
1995,GNB,Wayne Simmons,LB,12/15/1969,Clemson  
1995,GNB,Joe Sims,OT,3/1/1969,Nebraska  
1995,GNB,Fred Strickland,LB,8/15/1966,Purdue  
1995,GNB,Aaron Taylor,OG,11/14/1972,Notre Dame  
1995,GNB,George Teague,DB,2/18/1971,Alabama  
1995,GNB,Jeff Thomason,TE,12/30/1969,Oregon  
1995,GNB,Adam Timmerman,OG,8/14/1971,South Dakota State  
1995,GNB,Reggie White,DE,12/19/1961,Tennessee  
1995,GNB,Gabe Wilkins,DE,9/1/1971,Gardner-Webb  
1995,GNB,Brian Williams,LB,12/17/1972,Southern California  
1995,GNB,Jeff Wilner,TE,12/31/1971,Wesleyan (CT)  
1995,GNB,Marcus Wilson,RB,4/16/1968,Virginia  
1995,GNB,Frank Winters,C,1/23/1964,Western Illinois  
1995,IND,Trev Alberts,LB,8/8/1970,Nebraska  
1995,IND,Ashley Ambrose,DB,9/17/1970,Mississippi Valley State  
1995,IND,Willie Anderson,WR,3/7/1965,UCLA  
1995,IND,Charles Arbuckle,TE,9/13/1968,UCLA  
1995,IND,Aaron Bailey,WR,10/24/1971,Louisville  
1995,IND,Brad Banta,TE,12/14/1970,Southern California  
1995,IND,Jason Belser,DB,5/28/1970,Oklahoma  
1995,IND,Tony Bennett,DE,7/1/1967,Mississippi  
1995,IND,Cary Blanchard,K,11/5/1968,Oklahoma State  
1995,IND,Ben Bronson,WR,9/9/1972,Baylor  
1995,IND,Ray Buchanan,DB,9/29/1971,Louisville  
1995,IND,Conrad Clarks,DB,4/21/1969,Northeast Louisiana  
1995,IND,Mike Cofer,K,2/19/1964,North Carolina State  
1995,IND,Quentin Coryatt,LB,8/1/1970,Texas A&M  
1995,IND,Zack Crockett,RB,12/2/1972,Florida State  
1995,IND,Eugene Daniel,DB,5/4/1961,Louisiana State  
1995,IND,Sean Dawkins,WR,2/3/1971,California  
1995,IND,Ken Dilger,TE,2/2/1971,Illinois  
1995,IND,Randy Dixon,OG,3/12/1965,Pittsburgh  
1995,IND,Craig Erickson,QB,5/17/1969,Miami  
1995,IND,Marshall Faulk,RB,2/26/1973,San Diego State  
1995,IND,Chris Gardocki,P,2/7/1970,Clemson  
1995,IND,Stephen Grant,LB,12/23/1969,West Virginia  
1995,IND,Derwin Gray,DB,4/9/1971,Brigham Young  
1995,IND,Clif Groce,RB,7/30/1972,Texas A&M  
1995,IND,Jim Harbaugh,QB,12/23/1963,Michigan  
1995,IND,Shawn Harper,OT,7/9/1968,Indiana  
1995,IND,Jeff Herrod,LB,7/29/1966,Mississippi  
1995,IND,Ronald Humphrey,RB,3/3/1969,Mississippi Valley State  
1995,IND,Ellis Johnson,DT,10/30/1973,Florida  
1995,IND,Paul Justin,QB,5/19/1968,Arizona State  
1995,IND,Kirk Lowdermilk,C,4/10/1963,Ohio State  
1995,IND,Eric Mahlum,OG,12/6/1970,California  
1995,IND,Jason Mathews,OT,2/9/1971,Texas A&M  
1995,IND,Tony McCoy,DT,6/10/1969,Florida  
1995,IND,Devon McDonald,LB,11/8/1969,Notre Dame  
1995,IND,Ray McElroy,DB,7/31/1972,Eastern Illinois  
1995,IND,Thomas McLemore,TE,3/14/1970,Southern  
1995,IND,Steve Morrison,LB,12/28/1971,Michigan  
1995,IND,Freddie Joe Nunn,DE,4/9/1962,Mississippi  
1995,IND,Bobby Olive,WR,4/22/1969,Ohio State  
1995,IND,Garin Patrick,C,8/31/1971,Louisville  
1995,IND,Marcus Pollard,TE,2/8/1972,Bradley  
1995,IND,Roosevelt Potts,RB,1/8/1971,Northeast Louisiana  
1995,IND,Scott Radecic,LB,6/14/1962,Penn State  
1995,IND,Glenell Sanders,LB,11/4/1966,Louisiana Tech  
1995,IND,Tony Siragusa,DT,5/14/1967,Pittsburgh  
1995,IND,Brian Stablein,WR,4/14/1970,Ohio State  
1995,IND,Joe Staysniak,OG,12/8/1966,Ohio State  
1995,IND,David Tate,DB,11/22/1964,Colorado  
1995,IND,Floyd Turner,WR,5/29/1966,Northwestern State  
1995,IND,Kipp Vickers,OT,8/27/1969,Miami  
1995,IND,Lamont Warren,RB,1/4/1973,Colorado  
1995,IND,Damon Watts,DB,4/8/1972,Indiana  
1995,IND,Derek West,OT,3/28/1972,Colorado  
1995,IND,Bernard Whittington,DT,8/20/1971,Indiana  
1995,IND,Trevor Wilmot,LB,10/30/1972,Indiana  
1995,IND,Will Wolford,OT,5/18/1964,Vanderbilt  
1995,IND,Vince Workman,RB,5/9/1968,Ohio State  
1995,JAX,Bryan Barker,P,6/28/1964,Santa Clara  
1995,JAX,Steve Beuerlein,QB,3/7/1965,Notre Dame  
1995,JAX,Tony Boselli,OT,4/17/1972,Southern California  
1995,JAX,Shawn Bouwens,OG,5/25/1968,Nebraska Wesleyan  
1995,JAX,Brant Boyer,LB,6/27/1971,Arizona  
1995,JAX,Deral Boykin,DB,9/2/1970,Louisville  
1995,JAX,Mark Brunell,QB,9/17/1970,Washington  
1995,JAX,Darren Carrington,DB,10/10/1966,Northern Arizona  
1995,JAX,Bernard Carter,LB,8/22/1971,East Carolina  
1995,JAX,Ryan Christopherson,RB,7/26/1972,Wyoming  
1995,JAX,Eugene Chung,C,6/14/1969,Virginia Tech  
1995,JAX,Reggie Clark,LB,10/17/1967,North Carolina  
1995,JAX,Vinnie Clark,DB,1/22/1969,Ohio State  
1995,JAX,Reggie Cobb,RB,7/7/1968,Tennessee  
1995,JAX,Ben Coleman,OT,5/18/1971,Wake Forest  
1995,JAX,Harry Colon,DB,2/14/1969,Missouri  
1995,JAX,Frank Cornish,C,9/24/1967,UCLA  
1995,JAX,Don Davey,DT,4/8/1968,Wisconsin  
1995,JAX,Travis Davis,DB,1/10/1973,Notre Dame  
1995,JAX,Brian DeMarco,OT,4/9/1972,Michigan State  
1995,JAX,Mike Dumas,DB,3/18/1969,Indiana  
1995,JAX,Vaughn Dunbar,RB,9/4/1968,Indiana  
1995,JAX,Paul Frase,DE,5/5/1965,Syracuse  
1995,JAX,Ernest Givins,WR,9/3/1964,Louisville  
1995,JAX,Keith Goganious,LB,12/7/1968,Penn State  
1995,JAX,Rogerick Green,DB,12/15/1969,Kansas State  
1995,JAX,Rich Griffith,TE,7/31/1969,Arizona  
1995,JAX,Monty Grow,DB,9/4/1971,Florida  
1995,JAX,Ray Hall,DT,3/2/1971,Washington State  
1995,JAX,Mike Hollis,K,5/22/1972,Idaho  
1995,JAX,Desmond Howard,WR,5/15/1970,Michigan  
1995,JAX,Chris Hudson,DB,10/6/1971,Colorado  
1995,JAX,Greg Huntington,C,9/22/1970,Penn State  
1995,JAX,Willie Jackson,WR,8/16/1971,Florida  
1995,JAX,Rob Johnson,QB,3/18/1973,Southern California  
1995,JAX,Tommy Johnson,DB,12/5/1971,Alabama  
1995,JAX,Randy Jordan,RB,6/6/1970,North Carolina  
1995,JAX,Craig Keith,TE,4/27/1971,Lenoir-Rhyne  
1995,JAX,Jeff Lageman,DE,7/18/1967,Virginia  
1995,JAX,Gordon Laro,TE,4/17/1972,Boston College  
1995,JAX,Ernie Logan,DT,5/18/1968,East Carolina  
1995,JAX,Curtis Marsh,WR,11/24/1970,Utah  
1995,JAX,Le'Shai Maston,RB,10/7/1970,Baylor  
1995,JAX,Corey Mayfield,DT,2/25/1970,Oklahoma  
1995,JAX,Tom McManus,LB,7/30/1970,Boston College  
1995,JAX,Bronzell Miller,DE,10/12/1971,Utah  
1995,JAX,Pete Mitchell,TE,10/9/1971,Boston College  
1995,JAX,Tom Myslinski,OG,12/7/1968,Tennessee  
1995,JAX,Jeff Novak,OG,7/27/1967,Texas State  
1995,JAX,Kelvin Pritchett,DT,10/24/1969,Mississippi  
1995,JAX,Bryan Schwartz,LB,12/5/1971,Augustana (SD)  
1995,JAX,Ashley Sheppard,LB,1/21/1969,Clemson  
1995,JAX,Joel Smeenge,DE,4/1/1968,Western Michigan  
1995,JAX,Jimmy Smith,WR,2/9/1969,Jackson State  
1995,JAX,Santo Stephens,LB,6/16/1969,Temple  
1995,JAX,James Stewart,RB,12/27/1971,Tennessee  
1995,JAX,Darren Studstill,DB,8/9/1970,West Virginia  
1995,JAX,Dave Thomas,DB,8/25/1968,Tennessee  
1995,JAX,Mike Thompson,DT,12/22/1972,Wisconsin  
1995,JAX,Cedric Tillman,WR,7/22/1970,Alcorn State  
1995,JAX,Mickey Washington,DB,7/8/1968,Texas A&M  
1995,JAX,Dave Widell,C,5/14/1965,Boston College  
1995,JAX,Bruce Wilkerson,OT,7/28/1964,Tennessee  
1995,JAX,James Williams,LB,10/10/1968,Mississippi State  
1995,JAX,Mark Williams,LB,5/17/1971,Ohio State  
1995,KAN,Louie Aguiar,P,6/30/1966,Utah State  
1995,KAN,Marcus Allen,RB,3/26/1960,Southern California  
1995,KAN,John Alt,OT,5/30/1962,Iowa  
1995,KAN,Kimble Anders,RB,9/10/1966,Houston  
1995,KAN,Darren Anderson,DB,1/11/1969,Toledo  
1995,KAN,Martin Bayless,DB,10/11/1962,Bowling Green  
1995,KAN,Donnell Bennett,RB,9/14/1972,Miami  
1995,KAN,Steve Bono,QB,5/11/1962,UCLA  
1995,KAN,Vaughn Booker,DE,2/24/1968,Cincinnati  
1995,KAN,Dale Carter,DB,11/28/1969,Tennessee  
1995,KAN,Perry Carter,DB,8/15/1971,Southern Mississippi  
1995,KAN,Keith Cash,TE,8/7/1969,Texas  
1995,KAN,Mark Collins,DB,1/16/1964,Cal State-Fullerton  
1995,KAN,Jeff Criswell,OT,3/7/1964,Graceland  
1995,KAN,Anthony Davis,LB,3/7/1969,Utah  
1995,KAN,Willie Davis,WR,10/10/1967,Central Arkansas  
1995,KAN,Lake Dawson,WR,1/2/1972,Notre Dame  
1995,KAN,Lin Elliott,K,11/11/1968,Texas Tech  
1995,KAN,Rich Gannon,QB,12/20/1965,Delaware  
1995,KAN,Tim Grunhard,C,5/17/1968,Notre Dame  
1995,KAN,James Hasty,DB,5/23/1965,Washington State  
1995,KAN,Greg Hill,RB,2/23/1972,Texas A&M  
1995,KAN,Danan Hughes,WR,12/11/1970,Iowa  
1995,KAN,George Jamison,LB,9/30/1962,Cincinnati  
1995,KAN,Trezelle Jenkins,OT,3/13/1973,Michigan  
1995,KAN,Greg Manusky,LB,8/18/1966,Colgate  
1995,KAN,Pellom McDaniels,DE,2/21/1968,Oregon State  
1995,KAN,Darren Mickell,DE,8/3/1970,Florida  
1995,KAN,Chris Penn,WR,4/20/1971,Tulsa  
1995,KAN,Joe Phillips,DT,7/15/1963,Southern Methodist  
1995,KAN,Bryan Proby,DE,11/30/1971,Arizona State  
1995,KAN,Tony Richardson,RB,12/17/1971,Auburn  
1995,KAN,Tracy Rogers,LB,8/13/1967,Fresno State  
1995,KAN,Dan Saleaumua,DT,11/25/1964,Arizona State  
1995,KAN,Will Shields,OG,9/15/1971,Nebraska  
1995,KAN,Ricky Siglar,OT,6/14/1966,San Jose State  
1995,KAN,Tracy Simien,LB,5/21/1967,Texas Christian  
1995,KAN,Webster Slaughter,WR,10/19/1964,San Diego State  
1995,KAN,Neil Smith,DE,4/10/1966,Nebraska  
1995,KAN,Frank Stams,LB,7/17/1965,Notre Dame  
1995,KAN,David Szott,OG,12/12/1967,Penn State  
1995,KAN,Doug Terry,DB,12/12/1969,Kansas  
1995,KAN,Derrick Thomas,LB,1/1/1967,Alabama  
1995,KAN,Leroy Thompson,RB,2/3/1968,Penn State  
1995,KAN,Keith Traylor,DT,9/3/1969,Central Oklahoma  
1995,KAN,Joe Valerio,C,2/11/1969,Pennsylvania  
1995,KAN,Tamarick Vanover,WR,2/25/1974,Florida State  
1995,KAN,Danny Villa,C,9/21/1964,Arizona State  
1995,KAN,Derrick Walker,TE,6/23/1967,Michigan  
1995,KAN,Brian Washington,DB,9/10/1965,Nebraska  
1995,KAN,Tim Watson,DB,8/13/1970,Howard  
1995,KAN,William White,DB,2/19/1966,Ohio State  
1995,MIA,Ethan Albright,OT,5/1/1971,North Carolina  
1995,MIA,Antonio Armstrong,LB,10/15/1973,Texas A&M  
1995,MIA,Trace Armstrong,DE,10/5/1965,Florida  
1995,MIA,Gene Atkins,DB,11/22/1964,Florida A&M  
1995,MIA,Aubrey Beavers,LB,8/30/1971,Oklahoma  
1995,MIA,Tim Bowens,DT,2/7/1973,Mississippi  
1995,MIA,J.B. Brown,DB,1/5/1967,Maryland  
1995,MIA,Terrell Buckley,DB,6/7/1971,Florida State  
1995,MIA,Keith Byars,RB,10/14/1963,Ohio State  
1995,MIA,Gary Clark,WR,5/1/1962,James Madison  
1995,MIA,Marco Coleman,DE,12/18/1969,Georgia Tech  
1995,MIA,Bryan Cox,LB,2/17/1968,Western Illinois  
1995,MIA,Jeff Cross,DE,3/25/1966,Missouri  
1995,MIA,Kirby Dar Dar,WR,3/27/1972,Syracuse  
1995,MIA,Dewayne Dotson,RB,6/10/1971,Mississippi  
1995,MIA,Steve Emtman,DT,4/16/1970,Washington  
1995,MIA,Dion Foxx,LB,6/11/1971,James Madison  
1995,MIA,Irving Fryar,WR,9/28/1962,Nebraska  
1995,MIA,Chris Gray,OG,6/19/1970,Auburn  
1995,MIA,Eric Green,TE,6/22/1967,Liberty  
1995,MIA,Andrew Greene,OG,9/24/1969,Indiana  
1995,MIA,Ed Hawthorne,DT,7/30/1970,Minnesota  
1995,MIA,Ron Heller,OT,8/25/1962,Penn State  
1995,MIA,Randal Hill,WR,9/21/1969,Miami  
1995,MIA,Sean Hill,DB,8/14/1971,Montana State  
1995,MIA,Dwight Hollier,LB,4/21/1969,North Carolina  
1995,MIA,Calvin Jackson,DB,10/28/1972,Auburn  
1995,MIA,Pat Johnson,DB,6/10/1972,Purdue  
1995,MIA,John Kidd,P,8/22/1961,Northwestern  
1995,MIA,Terry Kirby,RB,1/20/1970,Virginia  
1995,MIA,Chuck Klingbeil,DT,11/2/1965,Northern Michigan  
1995,MIA,Jeff Kopp,LB,7/8/1971,Southern California  
1995,MIA,Bernie Kosar,QB,11/25/1963,Miami  
1995,MIA,Dan Marino,QB,9/15/1961,Pittsburgh  
1995,MIA,O.J. McDuffie,WR,12/2/1969,Penn State  
1995,MIA,Dan McGwire,QB,12/18/1967,San Diego State  
1995,MIA,Tom McHale,OT,2/25/1963,Cornell  
1995,MIA,Billy Milner,OT,6/21/1972,Houston  
1995,MIA,Eric Moore,OT,1/21/1965,Indiana  
1995,MIA,Louis Oliver,DB,3/9/1966,Florida  
1995,MIA,Bernie Parmalee,RB,9/16/1967,Ball State  
1995,MIA,Joe Planansky,TE,10/21/1971,Chadron State  
1995,MIA,Tim Ruddy,C,4/27/1972,Notre Dame  
1995,MIA,Keith Sims,OG,6/17/1967,Iowa State  
1995,MIA,Chris Singleton,LB,2/20/1967,Arizona  
1995,MIA,Frankie Smith,DB,10/8/1968,Baylor  
1995,MIA,Irving Spikes,RB,12/21/1970,Northeast Louisiana  
1995,MIA,Michael Stewart,DB,7/12/1965,Fresno State  
1995,MIA,Pete Stoyanovich,K,4/28/1967,Indiana  
1995,MIA,Troy Vincent,DB,6/8/1971,Wisconsin  
1995,MIA,Frank Wainright,TE,10/10/1967,Northern Colorado  
1995,MIA,Richmond Webb,OT,1/11/1967,Texas A&M  
1995,MIA,Bert Weidner,OL,1/20/1966,Kent State  
1995,MIA,Mike Williams,WR,10/9/1966,Northeastern  
1995,MIA,Ronnie Williams,TE,1/19/1966,Oklahoma State  
1995,MIA,Robert Wilson,RB,1/13/1969,Texas A&M  
1995,MIN,Derrick Alexander,DE,11/3/1973,Florida State  
1995,MIN,Tuineau Alipate,LB,8/21/1967,Washington State  
1995,MIN,Roy Barker,DE,2/14/1969,North Carolina  
1995,MIN,Harlon Barnett,DB,1/2/1967,Michigan State  
1995,MIN,Pete Bercich,LB,12/23/1971,Notre Dame  
1995,MIN,Jeff Brady,LB,11/9/1968,Kentucky  
1995,MIN,Richard Brown,LB,9/21/1965,San Diego State  
1995,MIN,Cris Carter,WR,11/25/1965,Ohio State  
1995,MIN,Jeff Christy,C,2/3/1969,Pittsburgh  
1995,MIN,Adrian Cooper,TE,4/27/1968,Oklahoma  
1995,MIN,Rick Cunningham,OG,1/4/1967,Texas A&M  
1995,MIN,Jack Del Rio,LB,4/4/1963,Southern California  
1995,MIN,Greg DeLong,TE,4/3/1973,North Carolina  
1995,MIN,David Dixon,OG,1/5/1969,Arizona State  
1995,MIN,Charles Evans,RB,4/16/1967,Clark Atlanta  
1995,MIN,Jason Fisk,DT,9/4/1972,Stanford  
1995,MIN,Donald Frank,DB,10/24/1965,Winston-Salem State  
1995,MIN,Corey Fuller,DB,5/11/1971,Florida State  
1995,MIN,John Gerak,OG,1/6/1970,Penn State  
1995,MIN,Scottie Graham,RB,3/28/1969,Ohio State  
1995,MIN,Robert Griffith,DB,11/30/1970,San Diego State  
1995,MIN,Shelly Hammonds,DB,2/13/1971,Penn State  
1995,MIN,James Harris,DE,5/13/1968,Temple  
1995,MIN,Martin Harrison,DE,9/20/1967,Washington  
1995,MIN,Chris Hinton,OG,7/31/1961,Northwestern  
1995,MIN,Qadry Ismail,WR,11/8/1970,Syracuse  
1995,MIN,Alfred Jackson,DB,7/10/1967,San Diego State  
1995,MIN,Brad Johnson,QB,9/13/1968,Florida State  
1995,MIN,Andrew Jordan,TE,6/21/1972,Western Carolina  
1995,MIN,Amp Lee,RB,10/1/1971,Florida State  
1995,MIN,Everett Lindsay,OG,9/18/1970,Mississippi  
1995,MIN,Ed McDaniel,LB,2/23/1969,Clemson  
1995,MIN,Randall McDaniel,OG,12/19/1964,Arizona State  
1995,MIN,Charles Mincy,DB,12/16/1969,Washington  
1995,MIN,Warren Moon,QB,11/18/1956,Washington  
1995,MIN,Mike Morris,C,2/22/1961,Northeast Missouri State  
