Date,Team,Acquired,Relinquished,Notes
1994-08-22,Chargers,,&bull; Ernest Wyatt,waived
1994-08-22,Chargers,,&bull; Greg Lane,waived
1994-08-22,Chargers,,&bull; Herschel Currie,waived
1994-08-22,Chargers,,&bull; Israel Stanley,waived
1994-08-22,Chargers,,&bull; Jose Munoz,waived
1994-08-22,Chargers,,&bull; Juan Long,waived
1994-08-22,Chargers,,&bull; Mike Hollis,waived
1994-08-22,Chargers,,&bull; Mike Williams,waived
1994-08-22,Chargers,,&bull; Tom Johnson (c),waived
1994-08-22,Chargers,,&bull; Tony Vinson,waived
1994-08-22,Chargers,,&bull; Trent Green,waived
1994-08-22,Chargers,,&bull; Vance Johnson,waived
1994-08-22,Chargers,,&bull; Walter Dunson,waived
1994-08-22,Chargers,,&bull; Wayde Butler,waived
1994-08-22,Chargers,,Chris Rodahaffer,waived
1994-08-22,Chargers,,Zane Beehn,waived
1994-08-22,Chiefs,Dan Saleaumua,,signed to a 5-year contract
1994-08-22,Dolphins,,&bull; Bryan Rowley,waived
1994-08-22,Dolphins,,&bull; Calvin Jackson,waived
1994-08-22,Dolphins,,&bull; Ethan Albright,waived
1994-08-22,Dolphins,,&bull; Jim Ballard,waived
1994-08-22,Dolphins,,&bull; Kevin Brothen,waived
1994-08-22,Dolphins,,&bull; Mark Sturdivant,waived
1994-08-22,Dolphins,,&bull; Mike Middleton,waived
1994-08-22,Dolphins,,&bull; Pat Johnson (a),waived
1994-08-22,Dolphins,,&bull; Paul Franciso,waived
1994-08-22,Dolphins,,&bull; Ronnie Woolfork,waived
1994-08-22,Dolphins,,&bull; Tommy Fagan,waived
1994-08-22,Dolphins,,&bull; Tony Rowell,waived
1994-08-22,Giants,,&bull; Chuck Johnson,waived
1994-08-22,Giants,,&bull; Donald Douglas,waived
1994-08-22,Giants,,&bull; Eric Gant,waived
1994-08-22,Giants,,&bull; John Brown III,waived
1994-08-22,Giants,,&bull; Keith Crawford,waived
1994-08-22,Giants,,&bull; Kurt Bloedorn,waived
1994-08-22,Giants,,&bull; Mike Alexander,waived
1994-08-22,Jets,,&bull; Alan Allen,waived
1994-08-22,Jets,,&bull; Cecil Doggette,waived
1994-08-22,Jets,,&bull; David McLeod,waived
1994-08-22,Jets,,&bull; Gary Beckford,waived
1994-08-22,Jets,,&bull; Kyle Adams (a),waived
1994-08-22,Jets,,&bull; Lavar Bal,waived
1994-08-22,Jets,,&bull; Lindsay Chapman,waived
1994-08-22,Jets,,&bull; Paul Burke,waived
1994-08-22,Jets,,&bull; Perry Williams (L.)?,waived
1994-08-22,Jets,,&bull; Rob Davis,waived
1994-08-22,Jets,,&bull; Terrence Wisdom,waived
1994-08-22,Oilers,,&bull; Damon Mays,waived
1994-08-22,Oilers,,&bull; Jimmy Golden,waived
1994-08-22,Oilers,,&bull; Jimmy Witherspoon,waived
1994-08-22,Oilers,,&bull; Lee Williams (b)?,waived
1994-08-22,Oilers,,&bull; Leroy Truitt,waived
1994-08-22,Oilers,,&bull; Melvin Aldridge,waived
1994-08-22,Oilers,,&bull; Willie Jennings,waived
1994-08-22,Oilers,,Keith Jack,waived
1994-08-22,Oilers,,Larry Kelm,waived
1994-08-22,Packers,,&bull; Mike Merriweather,waived
1994-08-22,Packers,&bull; Darrell Thompson,,signed
1994-08-22,Patriots,&bull; Darryl Wren,&bull; 1995 sixth round pick,Seahawks voided earlier trade with Patriots when Wren failed physical
1994-08-22,Raiders,,&bull; Akili Calhoun,waived
1994-08-22,Raiders,,&bull; Cree Morris,waived
1994-08-22,Raiders,,&bull; Joe Kralik,waived
1994-08-22,Raiders,,&bull; Keith Franklin,waived
1994-08-22,Raiders,,&bull; Mike Alexander,waived
1994-08-22,Raiders,,&bull; Quentin Neujahr,waived
1994-08-22,Raiders,,&bull; Tim Rothar,waived
1994-08-22,Raiders,,&bull; Wes Bender,waived
1994-08-22,Rams,,&bull; Beno Bryant,waived
1994-08-22,Rams,,&bull; Jeff Pahukoa,waived
1994-08-22,Rams,,&bull; Jermaine Ross,waived
1994-08-22,Rams,,&bull; Matt Turk,waived
1994-08-22,Rams,,&bull; Ron Edwards,waived
1994-08-22,Rams,,&bull; Steve LaChapelle,waived
1994-08-22,Rams,,&bull; Yonnie Jackson,waived
1994-08-22,Rams,,Greg McMurtry,waived
1994-08-22,Rams,,Turhon Bannon,waived
1994-08-22,Redskins,,&bull; Chris Hall,waived
1994-08-22,Redskins,,&bull; Dondre Owens,waived
1994-08-22,Redskins,,&bull; Ron Middleton,waived
1994-08-22,Redskins,,&bull; Tico Duckett,waived
1994-08-22,Redskins,,Pat O'Hara,waived
1994-08-22,Redskins,,Tim Kalal,waived
1994-08-22,Seahawks,,&bull; Anthony Davis (LB),waived
1994-08-22,Seahawks,,&bull; Clarence Williams,waived
1994-08-22,Seahawks,,&bull; Curtis McDaniel,waived
1994-08-22,Seahawks,,&bull; Hillary Butler,waived
1994-08-22,Seahawks,,&bull; Jason Atkinson,waived
1994-08-22,Seahawks,,&bull; Jason Childs,waived
1994-08-22,Seahawks,,&bull; Jeff Graham,waived
1994-08-22,Seahawks,,&bull; Marcus Carter,waived
1994-08-22,Seahawks,,&bull; Muhammad Shamsid-Deen,waived
1994-08-22,Seahawks,,Jed Devries,waived
1994-08-22,Seahawks,&bull; 1995 sixth round pick,&bull; Darryl Wren,Seahawks voided earlier trade with Patriots when Wren failed physical
1994-08-22,Steelers,,&bull; Brice Abrams,waived
1994-08-22,Steelers,,&bull; Charlie Baumann,waived
1994-08-22,Steelers,,&bull; Chris Williams,waived
1994-08-22,Steelers,,&bull; Chuckie Dukes,waived
1994-08-22,Steelers,,&bull; Corey Holliday,waived
1994-08-22,Steelers,,&bull; Dominic Calloway,waived
1994-08-22,Steelers,,&bull; Frank Adams,waived
1994-08-22,Steelers,,&bull; Patrick Scott,waived
1994-08-22,Steelers,,&bull; Pheathur Edwards,waived
1994-08-22,Steelers,,&bull; Ricky Sutton,waived
1994-08-22,Steelers,,Latish Kinsler,waived
1994-08-22,Vikings,,&bull; Edward Buck,waived
1994-08-22,Vikings,,&bull; Greg Manusky,waived
1994-08-22,Vikings,,&bull; Odessa Turner,waived
1994-08-22,Vikings,,&bull; Richard Jones,waived
1994-08-22,Vikings,,&bull; Ron Carpenter (c),waived
1994-08-22,Vikings,,&bull; Scott Adams,waived
1994-08-22,Vikings,,&bull; Todd Harrison,waived
1994-08-22,Vikings,,Derek Tennell,waived
1994-08-22,Vikings,,J.J. Lasley,waived
1994-08-22,Vikings,,Troy Riemer,waived
1994-08-24,Bengals,&bull; Tim Krumrie,,re-signed
1994-08-24,Buccaneers,&bull; 1995 seventh round pick (#227-Jeffrey Rodgers),&bull; Darren Anderson,trade with Chiefs
1994-08-24,Chiefs,&bull; Darren Anderson,&bull; 1995 seventh round pick (#227-Jeffrey Rodgers),trade with Buccaneers
1994-08-27,Broncos,&bull; 1995 fourth round pick (#124-&bull; Ken Brown (A.)),&bull; Tommy Maddox,trade with Rams
1994-08-27,Rams,&bull; Tommy Maddox,&bull; 1995 fourth round pick (#124-&bull; Ken Brown (A.)),trade with Broncos
1994-08-28,49ers,,&bull; Alfonzo Browning,waived
1994-08-28,49ers,,&bull; Bryce Burnett,waived
1994-08-28,49ers,,&bull; Damien Russell,waived
1994-08-28,49ers,,&bull; Junior Bryant,waived
1994-08-28,49ers,,&bull; Martin Harrison,waived
1994-08-28,49ers,,&bull; Shaumbe Wright-Fair,waived
1994-08-28,49ers,,Garry Pay,waived
1994-08-28,49ers,,John Ivlow,waived
1994-08-28,Bears,,&bull; Keith Jennings,waived
1994-08-28,Bears,&bull; 1996 sixth round pick (#201-Hayward Clay),&bull; Jim Schwantz,trade with Cowboys
1994-08-28,Bills,,&bull; Craig Hendrickson,waived
1994-08-28,Bills,,&bull; Eddie Fuller,waived
1994-08-28,Bills,,&bull; Filmel Johnson,waived
1994-08-28,Bills,,&bull; Glen Young,waived
1994-08-28,Bills,,&bull; Sean Crocker,waived
1994-08-28,Bills,,Jerry Ostroski,waived
1994-08-28,Bills,,John Parella,waived
1994-08-28,Buccaneers,,&bull; Israel Stanley,waived
1994-08-28,Buccaneers,,&bull; Jimmy Williams (a),waived
1994-08-28,Buccaneers,,&bull; Pete Pierson,waived
1994-08-28,Buccaneers,,&bull; Roger Jones,waived
1994-08-28,Buccaneers,,&bull; Tyree Davis,waived
1994-08-28,Buccaneers,,&bull; Vidal Mills,waived
1994-08-28,Cardinals,,&bull; Chris Swartz,waived
1994-08-28,Cardinals,,&bull; Darryl Hardy,waived
1994-08-28,Cardinals,,&bull; David Wilkins,waived
1994-08-28,Cardinals,,&bull; Mose Richardson,waived
1994-08-28,Cardinals,,&bull; Perry Carter,waived
1994-08-28,Cardinals,&bull; Karl Dunbar,,signed
1994-08-28,Colts,,&bull; Deron Pointer,waived
1994-08-28,Colts,,&bull; John Ray,waived
1994-08-28,Colts,,&bull; John Reece,waived
1994-08-28,Colts,,&bull; Kipp Vickers,waived
1994-08-28,Colts,,&bull; Paul Justin,waived
1994-08-28,Colts,,&bull; William Houston,waived
1994-08-28,Colts,,Kenny McEntyre,waived
1994-08-28,Colts,,Lance Teichelman,waived
1994-08-28,Colts,,Rodney Culver,waived
1994-08-28,Cowboys,,&bull; Coleman Bell,waived
1994-08-28,Cowboys,,&bull; Darren Studstill,waived
1994-08-28,Cowboys,,&bull; DeWayne Dotson / Dewane Dotson (NYT),waived
1994-08-28,Cowboys,,&bull; John Davis,waived
1994-08-28,Cowboys,,&bull; Lindsay Chapman,waived
1994-08-28,Cowboys,,&bull; Roosevelt Collins,waived
1994-08-28,Cowboys,,&bull; Shelby Hill,waived
1994-08-28,Cowboys,,&bull; Tony Richardson,waived
1994-08-28,Cowboys,&bull; Jim Schwantz,&bull; 1996 sixth round pick (#201-Hayward Clay),trade with Bears
1994-08-28,Dolphins,,&bull; Aaron Craver,waived
1994-08-28,Dolphins,,&bull; Demeris Johnson,waived
1994-08-28,Dolphins,,&bull; George Rooks,waived
1994-08-28,Dolphins,,&bull; Jay Williams,waived
1994-08-28,Dolphins,,&bull; John Offerdahl,retired
1994-08-28,Dolphins,,&bull; Mark Dennis,waived
1994-08-28,Dolphins,,&bull; Rob Coons,waived
1994-08-28,Eagles,,&bull; Al Wooten,waived
1994-08-28,Eagles,,&bull; Bruce Walker,waived
1994-08-28,Eagles,,&bull; Eric Floyd,waived
1994-08-28,Eagles,,&bull; Jock Jones,waived
1994-08-28,Eagles,,&bull; Joey Hickey,waived
1994-08-28,Eagles,,&bull; Markus Thomas,waived
1994-08-28,Eagles,,&bull; Tom Garlick,waived
1994-08-28,Falcons,,&bull; Bryan Addison,waived
1994-08-28,Falcons,,&bull; Mitch Davis,waived
1994-08-28,Falcons,,&bull; Thomas Williams (b),waived
1994-08-28,Falcons,,&bull; Tyoka Jackson,waived
1994-08-28,Falcons,,Alai Kalaniuvalu (NYT) / Alai Kalanuvalu,waived
1994-08-28,Falcons,,Keith Alex,waived
1994-08-28,Giants,,&bull; Gary Harrell,waived
1994-08-28,Giants,,&bull; Ivory Dillard,waived
1994-08-28,Giants,,&bull; Leonard Ray,waived
1994-08-28,Giants,,&bull; Milton Jones,waived
1994-08-28,Giants,,&bull; Pete Shufelt,waived
1994-08-28,Giants,,&bull; Shawn Smith,waived
1994-08-28,Giants,,Eric Weir,waived
1994-08-28,Jets,,&bull; Chico Nelson,waived
1994-08-28,Jets,,&bull; Fred Lester,waived
1994-08-28,Jets,,&bull; Jeff Blake,waived
1994-08-28,Jets,,Damon Pieri,waived (injury settlement)
1994-08-28,Lions,,&bull; Eric Green,waived
1994-08-28,Lions,,&bull; James Wilson (b),waived
1994-08-28,Lions,,&bull; Kyle Moore,waived
1994-08-28,Lions,,&bull; Marty Thompson,waived
1994-08-28,Lions,,&bull; Richard Woodley,waived
1994-08-28,Lions,,&bull; Vaughn Bryant,waived
1994-08-28,Lions,,John Oglesby,waived
1994-08-28,Packers,,&bull; Bernard Carter,waived
1994-08-28,Packers,,&bull; Bill Schroeder,waived
1994-08-28,Packers,,&bull; Charles Hope,waived
1994-08-28,Packers,,&bull; Dexter McNabb,waived
1994-08-28,Packers,,&bull; Ed King (b),waived
1994-08-28,Packers,,&bull; Lance Zeno,waived
1994-08-28,Packers,,&bull; Willie Harris,waived
1994-08-28,Packers,&bull; Charles Jordan,&bull; 1995 fifth round pick (#152-Rich Owens / Ritchie Owens),trade with Raiders
1994-08-28,Packers,&bull; Darryl Moore (b),&bull; 1995 conditional draft pick (?-?),trade with Redskins
1994-08-28,Patriots,,&bull; Dion Lambert,waived
1994-08-28,Patriots,,&bull; John Washington,waived
1994-08-28,Patriots,,&bull; Mario Henry,waived
1994-08-28,Patriots,,&bull; Mike Staten,waived
1994-08-28,Patriots,,&bull; Paul Francisco,waived
1994-08-28,Patriots,,&bull; Troy Brown,waived
1994-08-28,Patriots,,Joe Burch,waived
1994-08-28,Raiders,&bull; 1995 fifth round pick (#152-Rich Owens / Ritchie Owens),&bull; Charles Jordan,trade with Packers
1994-08-28,Rams,,&bull; Bill Schultz,waived
1994-08-28,Rams,,&bull; Cleveland Gary,waived
1994-08-28,Rams,,&bull; Deral Boykin,waived
1994-08-28,Rams,,&bull; Marc Boutte,waived
1994-08-28,Rams,,&bull; Ricky Brady / Rickey Brady (AP),waived
1994-08-28,Rams,,Darryl Henley,waived
1994-08-28,Redskins,,&bull; Cedric Smith,waived
1994-08-28,Redskins,,&bull; Damon Wright,waived
1994-08-28,Redskins,,&bull; Greg Huntington,waived
1994-08-28,Redskins,,&bull; Rick Graf,terminated contract
1994-08-28,Redskins,,&bull; Robert Williams,terminated contract
1994-08-28,Redskins,,&bull; Tyrone Rush,waived
1994-08-28,Redskins,&bull; 1995 conditional draft pick (?-?),&bull; Darryl Moore (b),trade with Packers
1994-08-28,Saints,,&bull; Eric Martin (a) ?,waived
1994-08-28,Saints,,&bull; Israel Byrd,waived
1994-08-28,Saints,,&bull; Patt Evans,waived
1994-08-28,Saints,,&bull; Reggie Freeman,waived
1994-08-28,Saints,,&bull; Royce Nelson,waived
1994-08-28,Saints,,Alan Kline,waived
1994-08-28,Seahawks,,&bull; James McKnight,waived
1994-08-28,Seahawks,,&bull; Larry Wigham,waived
1994-08-28,Seahawks,,&bull; Le-Lo Lang,waived
1994-08-28,Seahawks,,&bull; Matt Werner,waived
1994-08-28,Seahawks,,&bull; Orlando Watters,waived
1994-08-28,Seahawks,,&bull; Rickey Shaw (NYT) / Rickie Shaw?,waived
1994-08-28,Seahawks,,&bull; Scott Lockwood,waived
1994-08-28,Seahawks,,&bull; Steve Gordon,waived
1994-08-28,Vikings,,&bull; Cary Blanchard,waived
1994-08-28,Vikings,,&bull; Lamar McGriggs,waived
1994-08-28,Vikings,,&bull; Mike Wells (b),waived
1994-08-28,Vikings,,&bull; Robert Staten,waived
1994-08-28,Vikings,,Pete Bercich,waived
1994-08-28,Cowboys,,Matt Joyce,waived
1994-08-28,Steelers,,&bull; Mike Finn,lost off waivers (to Eagles)
1994-08-28,Bengals,Matt Joyce,,claimed off waivers (from Cowboys)
1994-08-28,Eagles,&bull; Mike Finn,,claimed off waivers (from Steelers)
1994-08-29,Bengals,,&bull; Jay Schroeder,waived
1994-08-29,Bengals,,&bull; Lance Gunn,waived
1994-08-29,Bengals,,&bull; Scott Brumfield,waived
1994-08-29,Bengals,&bull; Jeff Blake,,claimed off waivers (from Jets)
1994-08-29,Bengals,&bull; Roger Jones,,claimed off waivers (from Buccaneers)
1994-08-29,Chiefs,,&bull; Emerson Martin,waived
1994-08-29,Chiefs,,&bull; James Burton,waived
1994-08-29,Chiefs,,&bull; Jimmy Johnson,released
1994-08-29,Chiefs,&bull; Derrick Walker,,signed
1994-08-29,Colts,,&bull; Willis Peguese / Willie Peguese,waived
1994-08-29,Colts,&bull; Ed Toner (b),,re-signed
1994-08-29,Eagles,,&bull; Ken Rose,released
1994-08-29,Eagles,&bull; Rickie Shaw,,claimed off waivers (from Seahawks)
1994-08-29,Giants,&bull; Jarrod Bunch,,signed
1994-08-29,Jets,,&bull; Mike Anderson (b),waived
1994-08-29,Jets,,&bull; Pat Chaffey,waived
1994-08-29,Jets,,&bull; Tuineau Alipate,waived
1994-08-29,Raiders,&bull; Alberto White,,signed to practice squad
1994-08-29,Raiders,&bull; Cary Brabham,,signed to practice squad
1994-08-29,Raiders,&bull; Donald Frank,,signed
1994-08-29,Raiders,&bull; John Morton,,signed to practice squad
1994-08-29,Raiders,&bull; Wes Bender,,signed to practice squad
1994-08-29,Raiders,&bull; Willie Stubbins,,signed to practice squad
1994-08-29,Rams,&bull; Ron Middleton,,signed
1994-08-29,Rams,&bull; Travis McNeal,,signed
1994-08-29,Steelers,&bull; Elbert Ellis,,signed to practice squad
1994-08-29,Steelers,&bull; Patrick Scott,,signed to practice squad
1994-08-29,Steelers,&bull; Tim Simpson,,signed to practice squad
1994-08-30,Eagles,,&bull; Jimmy Smith (Lee),released
1994-09-01,Bengals,&bull; Jerry Reynolds,,signed sixth round pick
1994-09-01,Browns,,&bull; Patrick Newman,waived
1994-09-01,Browns,&bull; Mike Bedosky,,signed
1994-09-01,Colts,&bull; Lance Teichelman,,signed free agent to practice squad
1994-09-01,Colts,&bull; Mike Cook,,signed free agent to practice squad
1994-09-05,Cardinals,,&bull; Perry Carter,waived from practice squad
1994-09-05,Cardinals,,&bull; Shawn Moore,waived
1994-09-05,Cardinals,&bull; Jay Schroeder,,signed
1994-09-05,Vikings,,&bull; Andre Ware,waived
1994-09-05,Vikings,Sean Salisbury,,signed
1994-09-05,Steelers,,&bull; Leslie Shephard,lost off waivers (to Redskins)
1994-09-05,Redskins,&bull; Leslie Shephard,,claimed off waivers (from Steelers)
1994-09-12,Chargers,John Parrella,,signed free agent
1994-09-15,49ers,&bull; Deion Sanders,,signed free agent
1994-09-19,Bengals,,&bull; Forey Duckett,waived (date approximate)
1994-09-19,Jets,&bull; Tony Casillas,,signed to a 1-year contract
1994-09-20,Jets,,&bull; Coleman Rudolph,waived
1994-09-20,Jets,,&bull; Rob Carpenter (b),waived
1994-09-20,Jets,,&bull; Tuineau Alipate,waived
1994-09-20,Packers,&bull; Forey Duckett,,claimed off waivers (from Bengals)
1994-09-27,Rams,&bull; Jay Williams,,signed free agent
1994-10-03,Cowboys,,&bull; Robert Wilson,waived
1994-10-04,Bengals,,&bull; John Johnson (b),waived
1994-10-04,Bengals,&bull; Kevin Jefferson,,signed from developmental squad to active roster
1994-10-04,Dolphins,,&bull; Aaron Craver,waived
1994-10-04,Dolphins,&bull; Cleveland Gary,,signed
1994-10-04,Redskins,,&bull; Shane Collins,waived
1994-10-04,Redskins,&bull; Cedric Smith,,re-signed
1994-10-11,Browns,&bull; Reginald Jones / Reggie Jones (M.),&bull; undisclosed draft pick (?-?),trade with Saints
1994-10-11,Eagles,&bull; Bryan Barker,,signed free agent
1994-10-11,Saints,&bull; undisclosed draft pick (?-?),&bull; Reginald Jones / Reggie Jones (M.),trade with Browns
1994-10-12,Bengals,&bull; Bracy Walker,,claimed off waivers (from Chiefs)
1994-10-12,Cardinals,&bull; Todd Peterson,,signed free agent
1994-10-13,Bengals,&bull; Mitch Berger,,signed free agent
1994-10-24,Cardinals,,&bull; Todd Peterson,released
1994-11-05,Jets,&bull; Fred Lester,,signed from practice squad to active roster
1994-11-05,Jets,&bull; Tuineau Alipate,,signed from practice squad to active roster
1994-11-06,Oilers,,&bull; Mike Munchak,retired
1994-11-06,Oilers,&bull; Mike Munchak,,hired as assistant to football operations
1994-11-09,Bengals,,&bull; Todd Philcox,released
1994-11-09,Buccaneers,,&bull; Tim Irwin,waived
1994-11-09,Buccaneers,&bull; Milton Jones,,signed free agent
1994-11-09,Cardinals,,&bull; Karl Dunbar,waived
1994-11-09,Cardinals,&bull; Wendall Gaines,,signed from practice squad to active roster
1994-11-09,Dolphins,,&bull; Chris Hall,waived from practice squad
1994-11-09,Dolphins,&bull; Aaron Craver,,signed free agent
1994-11-09,Dolphins,&bull; Robert Wilson,,signed free agent
1994-11-09,Jets,,&bull; Mark Gunn,waived
1994-11-09,Jets,&bull; Bill Pickel,,signed free agent
1994-11-09,Jets,&bull; Fred Lester,,signed free agent to practice squad
1994-11-09,Packers,,&bull; Forey Duckett,released
1994-11-09,Packers,&bull; Darrell Thompson,,signed
1994-11-09,Steelers,,&bull; Randy Cuthbert,waived
1994-11-09,Steelers,&bull; Fred McAfee,,signed free agent
1994-11-09,Dolphins,,&bull; Mark Caesar,waived
1994-11-09,Dolphins,&bull; Mark Caesar,,signed free agent to practice squad
1994-11-14,Eagles,&bull; Jeff Wilkins,,signed free agent
1994-11-14,Oilers,,&bull; Jack Pardee,fired as head coach
1994-11-14,Oilers,,&bull; Kevin Gilbride Sr.,fired as assistant head coach/offense
1994-11-14,Oilers,&bull; Jeff Fisher,,promoted to interim head coach / defensive coordinator
1994-11-15,Saints,&bull; Andy McCollum,,signed free agent
1994-11-16,Dolphins,&bull; Tyoka Jackson,,signed free agent
1994-11-18,Bengals,&bull; Rich Braham,,claimed off waivers
1994-11-30,Bengals,,&bull; Mitch Berger,released from practice squad
1994-11-30,Bills,&bull; Jerry Ostroski,,signed from practice squad to active roster
1994-11-30,Chiefs,&bull; Jon Vaughn,,signed
1994-11-30,Cowboys,,&bull; Joe Fishback,released
1994-11-30,Cowboys,&bull; Blair Thomas,,signed
1994-11-30,Cowboys,&bull; Darren Studstill,,signed free agent
1994-11-30,Redskins,&bull; Erick Anderson,,signed
1994-11-30,Seahawks,&bull; Beno Bryant,,signed
1994-11-30,Seahawks,&bull; Ronnie Harris,,signed
1994-12-14,Bills,&bull; Alex Van Pelt,,signed free agent
1994-12-15,Jaguars,&bull; Chris Williams (a),,signed
1994-12-15,Jaguars,&bull; Ernie Logan,,signed
1994-12-15,Jaguars,&bull; Ferric Collons,,signed
1994-12-15,Jaguars,&bull; Greg Huntington,,signed
1994-12-15,Jaguars,&bull; Hillary Butler,,signed
1994-12-15,Jaguars,&bull; Jason Simmons,,signed
1994-12-15,Jaguars,&bull; Randy Jordan (a),,signed
1994-12-15,Jaguars,&bull; Rickie Shaw,,signed
1994-12-15,Jaguars,&bull; Ricky Sutton,,signed
1994-12-15,Jaguars,&bull; Shannon Baker,,signed
1994-12-16,Buccaneers,&bull; Tyree Davis,,signed from practice squad to active roster
1994-12-16,Jets,,&bull; Tuineau Alipate,placed on practice squad
1994-12-16,Jets,&bull; Fred Lester,,signed from practice squad to active roster
1994-12-22,Bills,&bull; Filmel Johnson,,signed free agent
1994-12-22,Bills,&bull; Greg Evans,,signed free agent
1994-12-22,Bills,&bull; Kent Hull,,re-signed to a 4-year contract
1994-12-24,Falcons,,&bull; Mike Kenn,retired
1994-12-29,Broncos,,&bull; Wade Phillips,fired as head coach
1994-12-29,Seahawks,,&bull; Arnie Matsumoto,fired as staff assistant coach
1994-12-29,Seahawks,,&bull; Bob Bratkowski,fired as wide receivers coach
1994-12-29,Seahawks,,&bull; Clarence Shelmon,fired as running backs coach
1994-12-29,Seahawks,,&bull; Dave Brown,fired as defensive assistant coach
1994-12-29,Seahawks,,&bull; Frank Raines,fired as strength and conditioning coach
1994-12-29,Seahawks,,&bull; Howard Mudd,fired as offensive line coach
1994-12-29,Seahawks,,&bull; Larry Kennan,fired as offensive coordinator-quarterbacks coach
1994-12-29,Seahawks,,&bull; Paul Moyer,fired as defensive backfield coach
1994-12-29,Seahawks,,&bull; Russ Purnell,fired as special teams-tight ends coach
1994-12-29,Seahawks,,&bull; Rusty Tillman,fired as defensive coordinator-linebackers coach
1994-12-29,Seahawks,,&bull; Tom Flores,fired as head coach
1994-12-29,Seahawks,,&bull; Tommy Brasher,fired as defensive line coach
1994-12-29,Seahawks,,Tom Catlin,fired as quality control coach
1995-01-01,Buccaneers,&bull; Rich McKay,,promoted to GM (date approximate)
1995-01-01,Eagles,,&bull; Rich Kotite,fired as head coach
1995-01-01,Jaguars,&bull; 1995 fourth round pick (from Browns) (?-?),&bull; 1995 fifth round pick (?-?)<br/>&bull; 1996 sixth round pick (#186-James Roe),trade with Ravens (date approximate)
1995-01-01,Raiders,&bull; Leo Araguz,,signed undrafted free agent (date approximate)
1995-01-01,Rams,,&bull; Chuck Knox Sr.,fired as head coach (date approximate)
1995-01-01,Ravens,&bull; 1995 fifth round pick (?-?)<br/>&bull; 1996 sixth round pick (#186-James Roe),&bull; 1995 fourth round pick (from Browns) (?-?),trade with Jaguars (date approximate)
1995-01-01,Eagles,,&bull; 1995 third round pick (#74-Curtis Martin),sent to Patriots as compensation for Kevin Turner (date approximate)
1995-01-01,Patriots,&bull; 1995 third round pick (#74-Curtis Martin),,received from Eagles as compensation for Kevin Turner (date approximate)
